Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,dt
1.1,Ideal,G,VS1,EX,EX,GIA,8060,2022-11-25
1.01,Ideal,F,SI1,VG,G,GIA,5140,2022-11-26
1.5,Ideal,H,VS2,ID,ID,AGSL,12661,2022-11-27
1.39,Good,H,VS2,VG,VG,GIA,8245,2022-11-28
1.5,Very Good,I,VS1,VG,G,GIA,9889,2022-11-29
0.9,Very Good,F,VS2,G,G,GIA,4466,2022-11-30
2.09,Ideal,E,VS1,EX,EX,GIA,39542,2022-12-01
1.13,Very Good,G,VVS2,VG,EX,GIA,9130,2022-12-02
1.01,Ideal,I,SI1,EX,EX,GIA,4584,2022-12-03
1.5,Very Good,E,VS1,EX,VG,GIA,15957,2022-12-04
1.01,Very Good,G,SI1,VG,VG,GIA,4707,2022-12-05
1.0,Ideal,F,VVS1,EX,VG,GIA,9613,2022-12-06
1.07,Very Good,F,VVS2,VG,VG,GIA,9310,2022-12-07
1.0,Very Good,F,VS1,EX,VG,GIA,7710,2022-12-08
1.31,Very Good,H,VS2,EX,EX,GIA,7792,2022-12-09
1.08,Ideal,H,SI1,VG,VG,GIA,5059,2022-12-10
1.1,Very Good,G,VS2,G,G,GIA,6800,2022-12-11
1.5,Very Good,I,VVS2,VG,VG,GIA,11889,2022-12-12
2.5,Ideal,F,SI1,VG,VG,GIA,30583,2022-12-13
0.9,Very Good,G,SI1,EX,VG,GIA,3615,2022-12-14
0.75,Very Good,G,VS2,EX,VG,GIA,3088,2022-12-15
1.07,Very Good,I,SI1,VG,VG,GIA,4451,2022-12-16
0.9,Very Good,E,SI1,G,EX,GIA,4201,2022-12-17
0.99,Ideal,F,SI1,EX,EX,GIA,6038,2022-12-18
2.02,Very Good,I,SI1,VG,VG,GIA,16565,2022-12-19
1.14,Very Good,I,SI1,G,VG,GIA,4840,2022-12-20
1.04,Very Good,E,SI1,EX,EX,GIA,5559,2022-12-21
1.51,Very Good,I,VS2,VG,VG,GIA,9058,2022-12-22
1.21,Good,G,VS2,VG,G,GIA,7359,2022-12-23
2.12,Ideal,E,VS1,EX,EX,GIA,31248,2022-12-24
1.31,Ideal,F,VS2,VG,VG,GIA,10868,2022-12-25
1.11,Ideal,G,SI1,G,G,GIA,6065,2022-12-26
2.06,Very Good,H,VS1,EX,VG,GIA,21999,2022-12-27
1.08,Very Good,E,VS1,G,EX,GIA,8693,2022-12-28
1.23,Ideal,F,VS2,EX,EX,GIA,10342,2022-12-29
1.01,Signature-Ideal,G,VS2,ID,ID,AGSL,7179,2022-12-30
0.9,Very Good,D,SI1,EX,VG,GIA,4291,2022-12-31
1.01,Very Good,E,SI1,VG,VG,GIA,5411,2023-01-01
0.9,Ideal,E,SI1,VG,VG,GIA,4265,2023-01-02
1.5,Very Good,I,VVS2,VG,G,GIA,9618,2023-01-03
1.02,Ideal,G,VS2,VG,VG,GIA,6418,2023-01-04
0.79,Ideal,E,VS2,VG,VG,GIA,4012,2023-01-05
1.02,Very Good,G,VVS2,VG,VG,GIA,7824,2023-01-06
1.02,Ideal,D,SI1,VG,VG,GIA,6340,2023-01-07
1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980,2023-01-08
0.92,Very Good,I,VS1,VG,VG,GIA,3824,2023-01-09
2.26,Ideal,G,SI1,EX,EX,GIA,24502,2023-01-10
1.23,Ideal,G,VS1,VG,VG,GIA,9330,2023-01-11
1.03,Ideal,I,SI1,EX,EX,GIA,4782,2023-01-12
1.0,Very Good,D,VS2,EX,EX,GIA,7361,2023-01-13
0.91,Very Good,I,SI1,VG,G,GIA,3217,2023-01-14
2.14,Ideal,H,SI1,ID,ID,AGSL,18453,2023-01-15
1.52,Very Good,I,VS2,EX,EX,AGSL,9372,2023-01-16
2.72,Ideal,H,VVS2,ID,ID,AGSL,36709,2023-01-17
1.02,Very Good,G,VS2,VG,VG,GIA,6111,2023-01-18
1.55,Very Good,G,VVS1,VG,VG,GIA,17749,2023-01-19
0.93,Ideal,G,SI1,ID,ID,AGSL,4546,2023-01-20
0.91,Very Good,F,VS2,VG,VG,GIA,4084,2023-01-21
1.03,Ideal,F,VS2,VG,VG,GIA,6997,2023-01-22
1.51,Very Good,G,SI1,VG,VG,GIA,9937,2023-01-23
2.01,Ideal,G,VS1,VG,G,GIA,26122,2023-01-24
0.78,Ideal,D,SI1,VG,EX,GIA,3389,2023-01-25
1.8,Very Good,G,VVS1,VG,EX,GIA,20927,2023-01-26
0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050,2023-01-27
1.02,Ideal,F,VS1,VG,G,GIA,7091,2023-01-28
2.32,Very Good,G,VVS2,EX,VG,GIA,38264,2023-01-29
0.93,Ideal,I,SI1,EX,EX,GIA,3856,2023-01-30
1.28,Ideal,G,VVS2,VG,EX,GIA,10635,2023-01-31
1.61,Ideal,I,VS1,EX,EX,GIA,11185,2023-02-01
1.53,Ideal,I,SI1,VG,VG,GIA,8981,2023-02-02
1.04,Very Good,F,VS1,VG,EX,AGSL,7308,2023-02-03
0.94,Very Good,G,VS2,G,VG,GIA,4995,2023-02-04
1.01,Ideal,G,VS2,ID,ID,AGSL,6439,2023-02-05
1.11,Ideal,D,VVS2,EX,EX,GIA,12390,2023-02-06
0.75,Signature-Ideal,H,SI1,EX,EX,GIA,3011,2023-02-07
0.77,Ideal,D,VS2,VG,EX,GIA,3837,2023-02-08
0.9,Ideal,H,VS1,VG,VG,GIA,4428,2023-02-09
1.28,Ideal,H,VVS2,EX,EX,GIA,8606,2023-02-10
1.03,Ideal,G,VS1,EX,EX,GIA,7587,2023-02-11
1.0,Ideal,G,VVS2,EX,EX,GIA,8151,2023-02-12
1.02,Ideal,E,VS2,VG,G,GIA,6704,2023-02-13
1.5,Good,D,SI1,EX,EX,GIA,13603,2023-02-14
0.91,Very Good,D,SI1,VG,VG,GIA,4466,2023-02-15
1.74,Very Good,F,SI1,G,VG,GIA,13984,2023-02-16
2.03,Ideal,G,VS2,VG,VG,GIA,23519,2023-02-17
1.6,Very Good,I,VS2,VG,VG,GIA,10497,2023-02-18
2.0,Good,F,VS2,EX,G,GIA,27173,2023-02-19
1.04,Very Good,D,SI1,G,G,GIA,5951,2023-02-20
1.0,Ideal,F,VVS2,ID,ID,AGSL,9014,2023-02-21
1.34,Ideal,H,SI1,EX,EX,GIA,7659,2023-02-22
1.03,Ideal,G,VS2,VG,VG,GIA,6272,2023-02-23
1.24,Ideal,G,VS1,ID,ID,AGSL,9463,2023-02-24
0.78,Ideal,D,VS2,EX,EX,GIA,3811,2023-02-25
2.65,Very Good,G,SI1,G,VG,GIA,27627,2023-02-26
1.53,Ideal,G,SI1,ID,ID,AGSL,10842,2023-02-27
2.1,Ideal,I,SI1,ID,ID,AGSL,16425,2023-02-28
1.27,Ideal,F,VS2,ID,ID,AGSL,10656,2023-03-01
1.04,Very Good,D,VVS2,EX,G,GIA,10502,2023-03-02
1.08,Very Good,F,VVS1,VG,EX,GIA,10555,2023-03-03
0.9,Good,G,SI1,VG,G,GIA,3669,2023-03-04
0.9,Very Good,G,IF,EX,VG,GIA,5718,2023-03-05
1.06,Signature-Ideal,G,VS1,EX,EX,GIA,8093,2023-03-06
1.71,Very Good,H,VS2,EX,VG,GIA,12690,2023-03-07
2.04,Ideal,D,VVS2,EX,VG,GIA,45675,2023-03-08
1.5,Very Good,G,SI1,VG,G,GIA,9429,2023-03-09
1.2,Very Good,I,VS1,VG,VG,GIA,6167,2023-03-10
1.28,Ideal,G,IF,EX,EX,GIA,13360,2023-03-11
2.08,Very Good,G,VS2,EX,EX,GIA,23226,2023-03-12
1.51,Ideal,G,VS2,EX,EX,GIA,13532,2023-03-13
1.52,Very Good,H,VS2,VG,VG,GIA,10791,2023-03-14
1.1,Ideal,G,VVS1,EX,EX,GIA,9262,2023-03-15
1.14,Ideal,E,VVS2,EX,EX,GIA,11206,2023-03-16
1.51,Good,D,SI1,VG,EX,GIA,11660,2023-03-17
1.01,Very Good,F,SI1,EX,EX,GIA,5078,2023-03-18
0.9,Very Good,D,VS1,VG,EX,GIA,5757,2023-03-19
1.02,Very Good,H,SI1,EX,VG,GIA,4444,2023-03-20
2.19,Very Good,G,VS1,VG,VG,GIA,29065,2023-03-21
2.5,Very Good,G,SI1,VG,VG,GIA,27396,2023-03-22
1.2,Very Good,I,VS1,VG,G,GIA,6269,2023-03-23
0.82,Very Good,H,VS2,EX,EX,GIA,3380,2023-03-24
1.02,Ideal,H,SI1,EX,EX,GIA,5257,2023-03-25
1.0,Very Good,E,VS2,VG,G,GIA,6285,2023-03-26
1.0,Good,G,VS2,VG,G,GIA,5713,2023-03-27
0.81,Very Good,E,SI1,VG,VG,AGSL,2972,2023-03-28
1.07,Very Good,H,IF,VG,VG,GIA,7925,2023-03-29
1.29,Ideal,G,VVS1,EX,EX,GIA,11470,2023-03-30
1.09,Ideal,D,SI1,ID,ID,AGSL,6532,2023-03-31
1.2,Signature-Ideal,E,VS1,EX,EX,GIA,12018,2023-04-01
1.12,Ideal,H,SI1,EX,EX,GIA,5521,2023-04-02
2.07,Very Good,F,VS2,VG,VG,GIA,26619,2023-04-03
2.02,Very Good,H,SI1,VG,VG,GIA,17884,2023-04-04
1.52,Very Good,D,VS1,VG,EX,GIA,17558,2023-04-05
0.81,Ideal,E,SI1,EX,EX,GIA,3935,2023-04-06
0.82,Ideal,G,VS1,EX,EX,GIA,3880,2023-04-07
1.54,Very Good,D,VS1,VG,VG,GIA,16750,2023-04-08
0.91,Fair,G,VS1,EX,VG,GIA,4036,2023-04-09
0.79,Very Good,I,VS1,EX,EX,GIA,2727,2023-04-10
0.9,Ideal,H,VS1,G,VG,GIA,4201,2023-04-11
1.04,Very Good,H,VVS2,VG,G,GIA,6364,2023-04-12
0.79,Very Good,H,VS1,EX,VG,GIA,2756,2023-04-13
1.01,Very Good,F,VS2,EX,VG,GIA,6847,2023-04-14
1.01,Ideal,F,VS2,EX,EX,GIA,7258,2023-04-15
2.0,Very Good,F,VVS2,EX,EX,GIA,37839,2023-04-16
2.02,Ideal,H,SI1,VG,VG,GIA,17844,2023-04-17
1.22,Ideal,H,VS1,EX,EX,GIA,8167,2023-04-18
0.82,Ideal,D,VS2,EX,EX,GIA,4682,2023-04-19
1.01,Good,E,VS2,G,G,GIA,6691,2023-04-20
2.07,Ideal,G,SI1,VG,VG,GIA,20951,2023-04-21
1.27,Good,E,VS1,VG,VG,GIA,10474,2023-04-22
2.18,Very Good,G,SI1,VG,EX,GIA,20773,2023-04-23
1.02,Ideal,I,SI1,ID,ID,AGSL,4639,2023-04-24
1.12,Good,H,SI1,EX,G,AGSL,5420,2023-04-25
1.28,Very Good,F,VVS2,VG,G,GIA,11723,2023-04-26
1.03,Very Good,H,VS2,VG,EX,GIA,5528,2023-04-27
0.9,Ideal,G,IF,ID,ID,AGSL,6344,2023-04-28
0.93,Very Good,I,VS1,EX,EX,GIA,4033,2023-04-29
2.02,Good,F,VS2,VG,G,GIA,26216,2023-04-30
1.27,Ideal,G,VVS1,EX,VG,GIA,10750,2023-05-01
1.0,Good,E,SI1,G,VG,GIA,5111,2023-05-02
0.79,Ideal,D,VS2,EX,VG,GIA,3768,2023-05-03
2.01,Good,G,SI1,VG,VG,GIA,18613,2023-05-04
2.01,Good,G,SI1,VG,G,GIA,20739,2023-05-05
2.03,Ideal,D,IF,EX,VG,GIA,66822,2023-05-06
1.01,Very Good,G,VS2,EX,ID,AGSL,6213,2023-05-07
1.2,Very Good,G,VS2,VG,VG,GIA,7421,2023-05-08
1.08,Ideal,D,SI1,EX,VG,GIA,6532,2023-05-09
2.01,Very Good,F,VS1,VG,VG,GIA,30707,2023-05-10
1.33,Ideal,G,VVS1,EX,EX,GIA,12501,2023-05-11
1.05,Ideal,I,SI1,VG,VG,GIA,4466,2023-05-12
1.0,Very Good,F,VS2,G,G,GIA,6619,2023-05-13
0.91,Fair,H,VVS1,VG,VG,GIA,4115,2023-05-14
2.03,Ideal,D,VS1,EX,EX,GIA,41532,2023-05-15
0.9,Very Good,D,SI1,VG,VG,GIA,4466,2023-05-16
1.0,Good,H,SI1,VG,G,GIA,4447,2023-05-17
1.51,Very Good,F,VS2,VG,VG,GIA,13012,2023-05-18
1.13,Ideal,H,VS1,EX,EX,GIA,7571,2023-05-19
1.0,Fair,E,SI1,VG,VG,GIA,5247,2023-05-20
1.03,Very Good,H,SI1,G,VG,GIA,4836,2023-05-21
1.25,Very Good,F,IF,VG,VG,GIA,13953,2023-05-22
1.54,Signature-Ideal,F,VS1,EX,EX,GIA,18416,2023-05-23
1.0,Good,F,VS2,VG,VG,GIA,6457,2023-05-24
2.03,Very Good,F,SI1,VG,G,GIA,22484,2023-05-25
2.04,Ideal,F,SI1,EX,EX,GIA,21516,2023-05-26
2.01,Very Good,G,VS2,VG,EX,GIA,23891,2023-05-27
1.0,Very Good,D,VS2,VG,G,GIA,6440,2023-05-28
1.23,Ideal,G,VS1,EX,EX,GIA,9863,2023-05-29
2.21,Very Good,I,SI1,VG,VG,GIA,17784,2023-05-30
0.93,Ideal,E,SI1,EX,EX,GIA,4700,2023-05-31
1.58,Very Good,H,VS1,EX,VG,GIA,12483,2023-06-01
0.9,Fair,E,VVS2,G,G,GIA,5551,2023-06-02
1.51,Very Good,G,SI1,EX,VG,GIA,10971,2023-06-03
1.5,Ideal,G,VS2,VG,VG,GIA,12083,2023-06-04
0.85,Ideal,H,VS1,EX,EX,GIA,4582,2023-06-05
1.01,Ideal,G,VS2,ID,ID,AGSL,6663,2023-06-06
1.01,Very Good,G,VS1,EX,EX,GIA,7021,2023-06-07
0.93,Ideal,H,SI1,EX,EX,GIA,4413,2023-06-08
1.11,Ideal,E,SI1,EX,EX,GIA,6800,2023-06-09
2.01,Good,E,VS2,VG,VG,GIA,29826,2023-06-10
0.8,Good,E,VS1,EX,VG,GIA,4444,2023-06-11
1.01,Signature-Ideal,G,VS2,ID,ID,AGSL,7179,2023-06-12
0.75,Very Good,E,VS1,G,G,GIA,3314,2023-06-13
1.01,Very Good,F,VS2,EX,EX,GIA,8330,2023-06-14
2.46,Ideal,F,VS2,EX,EX,GIA,38641,2023-06-15
2.01,Very Good,I,SI1,VG,VG,GIA,14956,2023-06-16
0.78,Signature-Ideal,E,VS1,ID,ID,AGSL,4421,2023-06-17
0.93,Ideal,G,IF,EX,EX,GIA,7869,2023-06-18
2.04,Ideal,G,SI1,VG,EX,GIA,21374,2023-06-19
2.21,Very Good,F,SI1,VG,VG,GIA,24447,2023-06-20
2.0,Very Good,G,VS1,VG,G,GIA,24944,2023-06-21
1.04,Ideal,F,VS1,VG,VG,GIA,7925,2023-06-22
1.04,Very Good,F,VS2,G,VG,GIA,6405,2023-06-23
0.78,Very Good,H,SI1,VG,EX,GIA,2600,2023-06-24
0.88,Very Good,I,SI1,VG,VG,AGSL,2823,2023-06-25
2.11,Ideal,H,IF,EX,EX,GIA,31645,2023-06-26
1.02,Very Good,F,SI1,VG,VG,GIA,5287,2023-06-27
1.15,Signature-Ideal,E,VS2,ID,ID,AGSL,9967,2023-06-28
0.91,Fair,E,SI1,VG,VG,GIA,4074,2023-06-29
1.02,Fair,E,VS2,VG,VG,GIA,6019,2023-06-30
2.1,Ideal,G,VS2,ID,ID,AGSL,27493,2023-07-01
2.24,Very Good,G,VS1,VG,G,GIA,30455,2023-07-02
1.28,Very Good,H,VS2,EX,VG,GIA,7609,2023-07-03
0.81,Very Good,G,VVS2,EX,EX,GIA,3821,2023-07-04
2.24,Ideal,G,VS2,ID,ID,AGSL,26511,2023-07-05
1.24,Signature-Ideal,F,VVS2,ID,ID,AGSL,14233,2023-07-06
0.8,Good,G,VS1,VG,G,AGSL,3283,2023-07-07
2.01,Ideal,F,VS1,EX,EX,GIA,34538,2023-07-08
0.91,Good,F,VS2,EX,EX,GIA,4084,2023-07-09
1.03,Ideal,G,SI1,VG,VG,GIA,5143,2023-07-10
1.03,Ideal,D,VS1,EX,EX,GIA,8650,2023-07-11
1.21,Ideal,G,VS1,EX,EX,GIA,8337,2023-07-12
2.01,Very Good,I,SI1,VG,VG,GIA,14541,2023-07-13
1.02,Good,I,VS2,EX,EX,AGSL,4623,2023-07-14
2.38,Ideal,F,VS2,EX,EX,GIA,33987,2023-07-15
2.0,Ideal,H,VVS2,EX,VG,GIA,24966,2023-07-16
2.82,Ideal,H,VS1,ID,ID,AGSL,33748,2023-07-17
1.02,Fair,I,SI1,VG,G,GIA,3926,2023-07-18
0.91,Very Good,H,VS2,EX,VG,GIA,4222,2023-07-19
0.81,Very Good,H,VS1,VG,EX,GIA,3328,2023-07-20
1.01,Fair,H,SI1,VG,EX,GIA,4228,2023-07-21
0.93,Good,G,SI1,G,VG,GIA,4405,2023-07-22
1.01,Very Good,F,VS2,VG,VG,GIA,6288,2023-07-23
2.42,Ideal,G,VS2,EX,EX,GIA,34487,2023-07-24
0.77,Ideal,F,VVS1,EX,EX,GIA,4619,2023-07-25
1.22,Ideal,H,VS2,EX,EX,GIA,7623,2023-07-26
1.59,Ideal,G,VVS1,EX,EX,GIA,17809,2023-07-27
0.77,Good,I,VS1,EX,EX,GIA,2472,2023-07-28
1.0,Good,E,SI1,G,G,GIA,5037,2023-07-29
1.02,Very Good,G,VS2,VG,G,GIA,6956,2023-07-30
2.01,Ideal,F,VS2,VG,VG,GIA,29386,2023-07-31
1.03,Very Good,H,VS2,EX,EX,GIA,5420,2023-08-01
1.63,Ideal,G,SI1,ID,ID,AGSL,12990,2023-08-02
2.02,Very Good,F,SI1,VG,G,GIA,16759,2023-08-03
1.07,Ideal,H,VVS1,ID,ID,AGSL,7273,2023-08-04
2.08,Ideal,G,SI1,EX,EX,GIA,20726,2023-08-05
1.51,Good,I,VS1,EX,VG,GIA,8210,2023-08-06
0.9,Very Good,F,SI1,EX,EX,GIA,3914,2023-08-07
1.15,Very Good,E,VS2,EX,VG,GIA,6929,2023-08-08
2.14,Ideal,E,VVS1,ID,ID,AGSL,57411,2023-08-09
1.55,Ideal,H,VS1,EX,EX,GIA,11045,2023-08-10
0.9,Very Good,F,SI1,VG,G,GIA,3950,2023-08-11
2.05,Very Good,F,SI1,VG,VG,GIA,20662,2023-08-12
1.01,Very Good,I,VS2,VG,VG,GIA,4409,2023-08-13
0.84,Ideal,E,SI1,EX,EX,GIA,4068,2023-08-14
2.14,Ideal,D,VS2,EX,VG,GIA,29808,2023-08-15
1.2,Very Good,I,SI1,EX,VG,GIA,5522,2023-08-16
1.44,Ideal,H,VS1,EX,EX,GIA,10145,2023-08-17
0.84,Ideal,I,VS1,EX,EX,GIA,3283,2023-08-18
1.75,Ideal,I,VVS1,VG,VG,GIA,14343,2023-08-19
2.04,Very Good,I,VS2,EX,VG,GIA,16354,2023-08-20
2.05,Ideal,G,VS1,EX,EX,GIA,27933,2023-08-21
2.78,Ideal,G,VS2,EX,EX,GIA,40910,2023-08-22
0.9,Very Good,H,VVS1,VG,EX,GIA,4603,2023-08-23
1.02,Very Good,H,VVS1,EX,VG,GIA,5900,2023-08-24
1.2,Very Good,I,VS2,VG,VG,GIA,5884,2023-08-25
0.93,Very Good,G,VS1,VG,VG,GIA,4740,2023-08-26
0.9,Ideal,I,VS1,EX,EX,GIA,4492,2023-08-27
1.51,Very Good,E,SI1,EX,VG,GIA,12185,2023-08-28
2.01,Very Good,E,VS2,VG,VG,GIA,26110,2023-08-29
1.69,Very Good,I,SI1,VG,VG,GIA,10497,2023-08-30
0.94,Ideal,H,VS2,VG,VG,GIA,4358,2023-08-31
2.14,Ideal,G,VS2,EX,ID,AGSL,26464,2023-09-01
1.01,Very Good,D,SI1,EX,VG,GIA,5703,2023-09-02
0.91,Fair,H,SI1,VG,G,GIA,3325,2023-09-03
1.05,Ideal,H,SI1,VG,EX,GIA,5128,2023-09-04
1.07,Ideal,H,VS2,EX,EX,GIA,6114,2023-09-05
0.9,Very Good,G,VS2,EX,VG,GIA,4400,2023-09-06
0.77,Very Good,H,VS2,EX,VG,GIA,2488,2023-09-07
1.5,Good,E,VS1,VG,VG,GIA,12402,2023-09-08
2.01,Very Good,E,VS1,EX,EX,GIA,30794,2023-09-09
1.16,Ideal,H,SI1,VG,VG,GIA,5644,2023-09-10
2.01,Good,H,SI1,EX,VG,GIA,15467,2023-09-11
1.01,Good,I,VS1,VG,G,GIA,4711,2023-09-12
1.68,Very Good,F,VVS2,VG,VG,GIA,20774,2023-09-13
1.04,Very Good,D,SI1,VG,EX,GIA,6138,2023-09-14
1.0,Very Good,E,VVS2,EX,VG,GIA,8905,2023-09-15
0.76,Ideal,H,VVS2,ID,ID,AGSL,3249,2023-09-16
1.0,Very Good,D,IF,VG,VG,GIA,16688,2023-09-17
1.0,Good,F,VS2,EX,ID,AGSL,6223,2023-09-18
2.03,Ideal,D,VVS2,EX,EX,GIA,43556,2023-09-19
1.23,Ideal,I,VS2,EX,EX,GIA,6817,2023-09-20
1.28,Ideal,G,SI1,VG,VG,GIA,7660,2023-09-21
1.05,Ideal,G,VS2,EX,VG,GIA,6914,2023-09-22
1.02,Ideal,H,VVS2,ID,ID,AGSL,6632,2023-09-23
1.01,Very Good,H,VVS2,EX,VG,GIA,5908,2023-09-24
0.81,Very Good,F,VS1,G,G,GIA,3726,2023-09-25
2.0,Very Good,E,SI1,VG,G,GIA,18709,2023-09-26
1.1,Ideal,I,SI1,ID,ID,AGSL,5199,2023-09-27
1.29,Ideal,G,SI1,VG,VG,GIA,7623,2023-09-28
2.36,Ideal,G,VS2,VG,VG,GIA,25870,2023-09-29
2.01,Very Good,E,SI1,VG,G,GIA,20157,2023-09-30
2.03,Very Good,F,VS1,VG,VG,GIA,30894,2023-10-01
1.01,Very Good,F,VS1,VG,G,GIA,6701,2023-10-02
0.79,Ideal,H,VVS1,EX,EX,GIA,3675,2023-10-03
1.14,Very Good,F,VVS2,VG,VG,GIA,10954,2023-10-04
1.01,Very Good,D,SI1,VG,VG,GIA,5634,2023-10-05
2.04,Ideal,H,VS1,EX,VG,GIA,20972,2023-10-06
0.9,Good,E,SI1,VG,VG,GIA,4034,2023-10-07
1.2,Good,H,SI1,VG,VG,GIA,5989,2023-10-08
0.75,Very Good,E,SI1,VG,VG,GIA,2923,2023-10-09
2.04,Ideal,H,VVS2,EX,EX,GIA,22481,2023-10-10
1.05,Ideal,G,VVS2,VG,VG,GIA,8492,2023-10-11
1.08,Ideal,F,VS2,EX,EX,GIA,7625,2023-10-12
1.31,Very Good,F,VS1,VG,G,GIA,9797,2023-10-13
1.06,Ideal,F,VS2,EX,VG,GIA,7342,2023-10-14
1.02,Ideal,H,VVS2,VG,VG,GIA,6667,2023-10-15
0.8,Ideal,E,SI1,ID,ID,AGSL,3663,2023-10-16
1.01,Very Good,F,SI1,EX,VG,GIA,5149,2023-10-17
1.3,Ideal,H,VVS1,ID,ID,AGSL,9232,2023-10-18
0.91,Very Good,I,SI1,VG,VG,GIA,3703,2023-10-19
1.57,Ideal,H,SI1,G,G,GIA,10521,2023-10-20
1.14,Ideal,F,VVS1,VG,EX,GIA,11226,2023-10-21
2.02,Very Good,I,VS2,VG,VG,GIA,15791,2023-10-22
1.08,Ideal,D,VS1,VG,VG,GIA,7867,2023-10-23
1.01,Fair,F,VS2,VG,VG,GIA,5784,2023-10-24
1.57,Very Good,G,SI1,VG,VG,GIA,10859,2023-10-25
1.5,Good,H,VVS2,G,EX,GIA,10608,2023-10-26
1.2,Ideal,I,VS1,EX,EX,GIA,6380,2023-10-27
0.79,Ideal,F,SI1,EX,EX,GIA,2976,2023-10-28
1.53,Ideal,G,SI1,EX,VG,GIA,10972,2023-10-29
1.03,Ideal,D,SI1,EX,EX,GIA,6610,2023-10-30
2.02,Ideal,F,VS1,EX,EX,GIA,32114,2023-10-31
1.06,Ideal,D,VS1,EX,EX,GIA,9625,2023-11-01
2.02,Very Good,H,VS2,EX,G,GIA,20596,2023-11-02
2.11,Very Good,E,VVS1,VG,VG,GIA,56065,2023-11-03
2.72,Ideal,G,VS2,EX,EX,GIA,39970,2023-11-04
2.05,Ideal,H,VS2,EX,EX,GIA,21311,2023-11-05
1.32,Ideal,G,VS1,EX,EX,GIA,11584,2023-11-06
0.9,Very Good,G,VVS2,EX,VG,GIA,5005,2023-11-07
0.75,Very Good,E,VS1,G,G,GIA,3543,2023-11-08
0.9,Very Good,G,IF,G,VG,GIA,6143,2023-11-09
2.12,Very Good,I,SI1,EX,EX,AGSL,16274,2023-11-10
1.02,Good,I,VS2,VG,G,GIA,4340,2023-11-11
0.9,Very Good,G,VS2,EX,EX,GIA,4504,2023-11-12
1.17,Signature-Ideal,G,VS1,EX,EX,GIA,9326,2023-11-13
0.77,Ideal,H,SI1,EX,EX,GIA,2658,2023-11-14
1.07,Ideal,F,VS2,VG,VG,GIA,7789,2023-11-15
2.01,Very Good,G,VS2,VG,VG,GIA,25948,2023-11-16
1.54,Very Good,D,VS1,VG,EX,GIA,14735,2023-11-17
1.8,Ideal,I,VS1,VG,VG,GIA,13868,2023-11-18
1.23,Signature-Ideal,E,IF,ID,ID,AGSL,17930,2023-11-19
1.15,Very Good,H,VS1,VG,VG,GIA,7040,2023-11-20
1.22,Ideal,G,VS1,EX,EX,GIA,9348,2023-11-21
2.05,Signature-Ideal,D,VVS2,ID,ID,AGSL,53956,2023-11-22
1.5,Ideal,G,VVS2,EX,VG,GIA,16948,2023-11-23
1.51,Ideal,G,VS2,VG,VG,GIA,14196,2023-11-24
0.9,Very Good,F,SI1,VG,VG,GIA,4498,2023-11-25
1.08,Ideal,G,VS2,G,VG,GIA,6561,2023-11-26
0.9,Good,E,SI1,G,VG,GIA,4283,2023-11-27
2.01,Ideal,D,IF,VG,VG,GIA,64134,2023-11-28
1.0,Very Good,E,VS2,VG,VG,GIA,6732,2023-11-29
0.92,Ideal,I,SI1,VG,VG,GIA,3610,2023-11-30
1.5,Ideal,H,VVS2,VG,VG,GIA,13412,2023-12-01
1.24,Ideal,E,VS2,VG,VG,GIA,8887,2023-12-02
1.09,Good,I,SI1,VG,G,GIA,4622,2023-12-03
0.9,Signature-Ideal,F,SI1,EX,EX,GIA,5003,2023-12-04
1.2,Ideal,E,SI1,ID,ID,AGSL,7697,2023-12-05
1.0,Very Good,F,VVS2,VG,EX,GIA,8216,2023-12-06
2.15,Very Good,H,SI1,VG,G,GIA,18858,2023-12-07
1.02,Very Good,E,SI1,VG,EX,GIA,5424,2023-12-08
2.02,Ideal,I,SI1,EX,EX,GIA,16560,2023-12-09
0.9,Very Good,I,VS2,VG,G,GIA,3709,2023-12-10
2.05,Ideal,I,VVS2,EX,EX,GIA,21209,2023-12-11
1.01,Good,G,VS2,VG,VG,GIA,5497,2023-12-12
1.11,Very Good,G,SI1,EX,VG,GIA,5690,2023-12-13
1.05,Ideal,G,VS1,EX,EX,GIA,7523,2023-12-14
0.92,Very Good,F,SI1,EX,EX,GIA,4179,2023-12-15
1.03,Ideal,H,SI1,VG,EX,GIA,4759,2023-12-16
1.29,Very Good,D,SI1,EX,VG,GIA,9086,2023-12-17
0.91,Very Good,E,SI1,VG,VG,GIA,4518,2023-12-18
1.06,Very Good,H,SI1,VG,EX,GIA,5048,2023-12-19
1.09,Signature-Ideal,H,SI1,EX,EX,GIA,6970,2023-12-20
2.13,Very Good,G,VS1,EX,VG,GIA,27620,2023-12-21
2.14,Ideal,I,SI1,ID,ID,AGSL,17946,2023-12-22
1.52,Very Good,H,SI1,G,G,GIA,9642,2023-12-23
0.93,Good,I,SI1,G,G,GIA,3239,2023-12-24
0.91,Fair,E,SI1,EX,EX,GIA,4017,2023-12-25
2.01,Very Good,G,VS2,G,VG,GIA,26075,2023-12-26
1.16,Very Good,E,VS2,EX,VG,GIA,8520,2023-12-27
0.79,Ideal,D,VS2,VG,EX,GIA,3911,2023-12-28
